,,,,,,,,,,,ME
AK,,,,,,,,,,VT,NH
,WA,ID,MT,ND,MN,WI,MI,,NY,MA,RI
,OR,UT,WY,SD,IA,IL,OH,PA,NJ,CT,
,CA,NV,CO,NE,MO,IN,WV,VA,MD,DE,
,,AZ,NM,KS,AR,KY,TN,SC,NC,,
HI,,,,OK,LA,MS,AL,GA,,,
,,,,,TX,,,,FL,,
